drug_name,manufacturer,approval_year,drug_class,indications,side_effects,dosage_mg,administration_route,contraindications,warnings,price_usd,batch_number,expiry_date,side_effect_severity,approval_status
Zylodipine14,Moderna Therapeutics,2021,Analgesic,Bacterial infections,"Nausea, Rash, Blurred vision",830,Intramuscular,Kidney impairment,Do not discontinue abruptly,247.36,ff952kB,2027-11-08,Mild,Approved
Rivadipine47,Moderna Therapeutics,2002,Antiviral,Inflammation reduction,"Nausea, Dry mouth",190,Rectal,Seizures,Do not discontinue abruptly,12.41,LG712jC,2026-02-14,Severe,Rejected
Mecomab85,Johnson & Johnson,2016,Antidepressant,Fever reduction,"Nausea, Fatigue, Blurred vision",880,Inhalation,Seizures,May cause drowsiness,175.59,eV001Vj,2026-11-04,Moderate,Pending
Amoxxetine30,Pfizer Inc.,2000,Antifungal,Psychosis control,"Fatigue, Dizziness",620,Sublingual,Kidney impairment,May cause drowsiness,282.28,Sl011zC,2026-12-20,Severe,Rejected
Daxostatin28,Merck & Co.,1991,Anti-inflammatory,Viral infections,Blurred vision,980,Topical,Pregnancy,Do not operate machinery,392.0,uo240Tq,2025-09-27,Mild,Rejected
Seroxetine93,Novartis AG,1992,Anti-inflammatory,Depression treatment,"Rash, Dizziness, Dry mouth",630,Topical,Kidney impairment,Monitor blood pressure,364.33,fI924UZ,2026-09-26,Mild,Pending
Rivaparin27,Moderna Therapeutics,1990,Anti-inflammatory,Fever reduction,Fatigue,800,Topical,Allergic reaction,Avoid sunlight exposure,226.11,cw873pf,2027-07-09,Severe,Rejected
Cefprofen76,Pfizer Inc.,2009,Antiviral,Prevent infectious disease,Constipation,650,Sublingual,Bleeding disorders,Do not operate machinery,397.13,tN294aM,2026-08-07,Mild,Rejected
Amoxparin66,Johnson & Johnson,2010,Antibiotic,Depression treatment,"Headache, Blurred vision, Dry mouth",990,Intravenous,Asthma,Use with caution in elderly,109.29,uG957mN,2026-08-21,Severe,Rejected
Fenozepam96,Bayer AG,2003,Antiviral,Fever reduction,"Dizziness, Rash",540,Inhalation,Liver disease,Do not operate machinery,193.59,yJ211eD,2027-02-03,Mild,Pending
Zylodipine37,Moderna Therapeutics,2009,Anti-inflammatory,Psychosis control,"Rash, Dry mouth",370,Topical,Kidney impairment,May cause drowsiness,345.25,nL672bS,2026-05-20,Moderate,Rejected
Daxocillin50,Sanofi,1999,Antipsychotic,Inflammation reduction,Nausea,750,Intravenous,Heart disease,May cause drowsiness,341.89,vy900xr,2028-06-04,Mild,Rejected
Cefvir49,Bayer AG,2021,Analgesic,Allergy relief,Dizziness,310,Oral,Pregnancy,Monitor blood pressure,495.07,wH471wf,2025-12-07,Moderate,Approved
Mecozepam32,Novartis AG,2002,Antidepressant,Depression treatment,"Blurred vision, Headache, Dizziness",390,Rectal,Liver disease,May cause drowsiness,129.13,CI177hw,2027-04-11,Severe,Approved
Amoxcillin59,Bayer AG,2010,Antifungal,Psychosis control,Dry mouth,100,Inhalation,Liver disease,Do not operate machinery,91.28,Xk701qW,2028-05-20,Moderate,Pending
Rivadipine74,Novartis AG,2004,Antidepressant,Bacterial infections,"Rash, Headache, Insomnia",430,Inhalation,High blood pressure,Do not operate machinery,22.03,Vn991fc,2026-09-17,Mild,Approved
Daxozepam74,Pfizer Inc.,2004,Antibiotic,Fungal infections,"Insomnia, Dry mouth",130,Rectal,Kidney impairment,Do not operate machinery,79.54,zA911Dg,2027-09-07,Mild,Rejected
Viracillin97,GlaxoSmithKline,2022,Antibiotic,Fungal infections,"Dizziness, Rash, Nausea",840,Topical,Bleeding disorders,Do not discontinue abruptly,246.94,Ae709ku,2028-01-31,Mild,Pending
Cefvir25,Roche Holding AG,2002,Antihistamine,Allergy relief,"Headache, Fatigue",130,Oral,Pregnancy,Risk of addiction,381.2,VQ530st,2025-11-13,Moderate,Pending
Zyloprofen50,Moderna Therapeutics,2001,Antihistamine,Viral infections,Headache,30,Inhalation,Heart disease,Do not operate machinery,459.46,rg398wi,2025-09-19,Moderate,Approved
Zylozole18,Sanofi,1990,Antifungal,Fever reduction,"Fatigue, Nausea",680,Rectal,Kidney impairment,May cause drowsiness,59.47,Zj545kN,2028-01-05,Moderate,Rejected
Fenozepam21,Pfizer Inc.,2002,Anti-inflammatory,Prevent infectious disease,"Diarrhea, Dry mouth",630,Intramuscular,Liver disease,Take with food,484.65,fJ918hW,2025-12-17,Severe,Rejected
Virazepam91,Novartis AG,2009,Anti-inflammatory,Psychosis control,Fatigue,340,Topical,Diabetes,May cause drowsiness,372.08,hJ593ZR,2026-05-11,Severe,Approved
Cefzepam90,Johnson & Johnson,2002,Antibiotic,Bacterial infections,"Headache, Dry mouth",200,Intravenous,Kidney impairment,May affect fertility,117.6,Al844SF,2027-12-26,Moderate,Rejected
Daxostatin49,Novartis AG,2006,Antifungal,Pain relief,"Diarrhea, Constipation",410,Rectal,Kidney impairment,May cause drowsiness,425.38,dM853pA,2025-12-31,Mild,Pending
Amoxparin66,Merck & Co.,2011,Anti-inflammatory,Fever reduction,"Dizziness, Nausea",760,Inhalation,Liver disease,Do not operate machinery,44.46,aa111SW,2027-10-19,Mild,Approved
Rivaprofen18,Pfizer Inc.,2007,Antifungal,Bacterial infections,Dry mouth,230,Intramuscular,Kidney impairment,May affect fertility,474.81,cA260cr,2028-02-07,Severe,Rejected
Daxoparin14,Roche Holding AG,1993,Antifungal,Bacterial infections,"Blurred vision, Rash, Insomnia",920,Sublingual,Pregnancy,Avoid alcohol,444.52,xB867Jx,2026-07-07,Severe,Pending
Viraprofen90,Moderna Therapeutics,2004,Antihistamine,Depression treatment,"Dizziness, Dry mouth",740,Inhalation,Heart disease,Do not operate machinery,332.72,mh640ul,2027-10-01,Mild,Rejected
Amoxprofen14,Bayer AG,2024,Vaccine,Viral infections,"Rash, Dry mouth, Headache",470,Sublingual,Pregnancy,May affect fertility,377.27,sO518TX,2027-01-17,Severe,Pending
Seromab18,Johnson & Johnson,2015,Antiviral,Pain relief,Dizziness,440,Topical,High blood pressure,Use with caution in elderly,437.93,hU240gZ,2026-04-02,Severe,Approved
Daxocillin68,Bayer AG,2017,Antibiotic,Viral infections,"Blurred vision, Nausea, Diarrhea",130,Inhalation,Heart disease,Monitor blood pressure,61.24,WN543bA,2028-07-05,Mild,Approved
Loxovir33,Moderna Therapeutics,2006,Antibiotic,Fungal infections,"Nausea, Dry mouth",990,Inhalation,Bleeding disorders,Avoid alcohol,152.01,NN933NE,2026-04-26,Moderate,Rejected
Cefcillin23,Roche Holding AG,2021,Antibiotic,Psychosis control,Dizziness,320,Rectal,Asthma,Use with caution in elderly,393.3,TW684fM,2027-07-08,Mild,Approved
Seroprofen12,GlaxoSmithKline,2007,Analgesic,Inflammation reduction,"Rash, Dizziness, Constipation",560,Oral,Bleeding disorders,Avoid sunlight exposure,35.55,jL551uc,2028-07-01,Moderate,Approved
Zyloprofen25,AstraZeneca,2022,Analgesic,Allergy relief,Rash,200,Oral,Pregnancy,May cause drowsiness,81.67,tL060UG,2025-12-18,Severe,Rejected
Daxocillin56,Merck & Co.,2016,Anti-inflammatory,Fever reduction,"Blurred vision, Constipation, Dry mouth",420,Topical,Pregnancy,Do not operate machinery,107.9,EY693Ev,2025-10-03,Severe,Approved
Fenoprofen12,Novartis AG,2013,Antipyretic,Allergy relief,"Blurred vision, Diarrhea, Dry mouth",320,Oral,Liver disease,Avoid sunlight exposure,351.45,xk646sK,2028-05-16,Severe,Pending
Cefzepam33,AstraZeneca,1999,Antifungal,Prevent infectious disease,"Constipation, Rash",990,Rectal,Liver disease,Do not discontinue abruptly,197.24,mW715LO,2026-06-01,Mild,Approved
Cefvir94,Sanofi,2013,Vaccine,Depression treatment,"Rash, Dizziness",720,Rectal,Pregnancy,Do not discontinue abruptly,355.71,rg223ct,2028-03-06,Severe,Approved
Mecozole29,Moderna Therapeutics,1996,Antipyretic,Fungal infections,"Blurred vision, Rash",260,Oral,High blood pressure,Do not discontinue abruptly,464.43,xG330XT,2025-10-08,Severe,Pending
Viradipine96,Roche Holding AG,1991,Antihistamine,Inflammation reduction,Rash,930,Oral,High blood pressure,Do not discontinue abruptly,191.42,MD938qN,2027-12-29,Moderate,Rejected
Mecozole85,Bayer AG,1996,Antipyretic,Fungal infections,"Headache, Fatigue, Diarrhea",10,Rectal,Heart disease,May affect fertility,291.48,VU931tL,2025-10-04,Mild,Approved
Daxozepam84,GlaxoSmithKline,2000,Antidepressant,Pain relief,"Dizziness, Insomnia",210,Oral,Asthma,Do not discontinue abruptly,269.26,gD791Ck,2025-09-20,Moderate,Rejected
Fenozole66,Johnson & Johnson,2017,Antipyretic,Fever reduction,Fatigue,840,Sublingual,Heart disease,Use with caution in elderly,336.86,Jd271RK,2025-11-04,Severe,Pending
Seroprofen69,Merck & Co.,2011,Antipsychotic,Depression treatment,"Constipation, Fatigue, Headache",580,Rectal,Diabetes,Avoid sunlight exposure,64.63,uz681Vf,2028-04-04,Mild,Rejected
Rivamab17,Roche Holding AG,1992,Anti-inflammatory,Psychosis control,"Insomnia, Blurred vision",390,Inhalation,Kidney impairment,May cause drowsiness,352.79,mS577QS,2028-06-16,Severe,Pending
Mecozepam35,AstraZeneca,2016,Antibiotic,Psychosis control,"Rash, Nausea, Dizziness",770,Sublingual,Allergic reaction,May affect fertility,149.96,Oz519Ch,2027-07-02,Moderate,Approved
Serozole63,Roche Holding AG,2014,Antipsychotic,Prevent infectious disease,"Constipation, Blurred vision, Insomnia",290,Sublingual,High blood pressure,May affect fertility,188.65,IP947ct,2027-05-24,Mild,Pending
Fenodipine80,Johnson & Johnson,2010,Antidepressant,Inflammation reduction,Dry mouth,120,Oral,High blood pressure,May cause drowsiness,344.68,IJ182ls,2028-03-20,Moderate,Pending
Mecoparin14,Sanofi,2015,Antibiotic,Pain relief,Insomnia,210,Topical,Seizures,May affect fertility,266.55,bb015Tt,2025-12-03,Mild,Pending
Daxomab45,Novartis AG,2017,Antiviral,Pain relief,"Blurred vision, Diarrhea",10,Oral,Liver disease,Do not discontinue abruptly,88.35,SW399vM,2027-03-10,Severe,Pending
Mecozepam41,Johnson & Johnson,2007,Analgesic,Depression treatment,"Headache, Fatigue",250,Rectal,Asthma,May cause drowsiness,313.34,Sg572uX,2027-05-30,Severe,Pending
Rivamab17,Merck & Co.,2008,Antidepressant,Prevent infectious disease,"Headache, Insomnia",10,Rectal,Seizures,Do not operate machinery,117.14,bE633So,2028-03-20,Severe,Pending
Serozole84,Bayer AG,1992,Antipyretic,Bacterial infections,"Diarrhea, Rash, Dizziness",890,Inhalation,Pregnancy,May affect fertility,141.5,qq321DM,2028-01-20,Moderate,Rejected
Fenozepam55,AstraZeneca,2006,Antibiotic,Prevent infectious disease,"Constipation, Blurred vision",650,Rectal,Liver disease,May affect fertility,434.74,GU614ad,2028-02-24,Moderate,Approved
Zyloparin97,Merck & Co.,2020,Antipsychotic,Fungal infections,Blurred vision,890,Rectal,High blood pressure,Avoid alcohol,383.02,qC781tC,2027-11-15,Severe,Pending
Loxovir75,Moderna Therapeutics,1990,Antidepressant,Depression treatment,"Rash, Insomnia",290,Intramuscular,Liver disease,Use with caution in elderly,291.7,gk395Od,2026-09-29,Severe,Pending
Fenodipine84,Bayer AG,2001,Antiviral,Inflammation reduction,"Rash, Blurred vision",540,Rectal,Allergic reaction,Use with caution in elderly,124.13,EN670hr,2025-11-15,Moderate,Pending
Mecoprofen56,Pfizer Inc.,2007,Vaccine,Prevent infectious disease,"Blurred vision, Insomnia, Diarrhea",40,Inhalation,Diabetes,Do not operate machinery,470.52,DZ275kP,2027-03-30,Severe,Approved
Rivaprofen59,GlaxoSmithKline,2013,Vaccine,Allergy relief,Dizziness,770,Rectal,Bleeding disorders,Risk of addiction,285.73,HB586gZ,2028-02-11,Severe,Pending
Viradipine19,Merck & Co.,1997,Antidepressant,Depression treatment,"Constipation, Dry mouth, Insomnia",30,Intramuscular,Kidney impairment,Do not discontinue abruptly,426.88,dv869Lu,2025-08-06,Severe,Approved
Amoxstatin19,AstraZeneca,2023,Antifungal,Allergy relief,"Diarrhea, Dizziness",280,Intravenous,Diabetes,Risk of addiction,307.64,ld477sO,2027-11-05,Moderate,Rejected
Seromab75,Bayer AG,1992,Analgesic,Viral infections,Nausea,740,Topical,Liver disease,Take with food,262.27,iA303ge,2026-04-24,Mild,Rejected
Zylozole76,AstraZeneca,1995,Anti-inflammatory,Bacterial infections,Headache,20,Oral,Heart disease,Do not operate machinery,321.88,ME542PJ,2026-06-11,Mild,Pending
Daxovir39,Johnson & Johnson,2022,Analgesic,Prevent infectious disease,Nausea,30,Rectal,Asthma,Do not operate machinery,170.31,nq130py,2026-02-05,Moderate,Rejected
Viraprofen83,AstraZeneca,2011,Antidepressant,Fever reduction,"Dizziness, Dry mouth",210,Sublingual,Asthma,Avoid alcohol,329.52,PF999py,2026-03-29,Severe,Rejected
Loxostatin66,Sanofi,2007,Antipsychotic,Fungal infections,Fatigue,140,Inhalation,Liver disease,Monitor blood pressure,96.95,Tg195aL,2028-07-22,Moderate,Approved
Loxodipine77,GlaxoSmithKline,2013,Vaccine,Fungal infections,Rash,450,Topical,Bleeding disorders,May affect fertility,63.34,jK213UW,2027-10-05,Mild,Pending
Zylomab43,Johnson & Johnson,1994,Vaccine,Prevent infectious disease,"Fatigue, Diarrhea",970,Oral,Liver disease,Use with caution in elderly,475.18,CZ726Rw,2026-11-25,Mild,Pending
Loxoprofen99,Merck & Co.,2014,Antiviral,Bacterial infections,"Insomnia, Dizziness, Constipation",550,Oral,Pregnancy,May cause drowsiness,306.29,Aw156LJ,2026-04-23,Severe,Rejected
Daxocillin59,Merck & Co.,2003,Antihistamine,Psychosis control,Dizziness,270,Inhalation,Allergic reaction,Risk of addiction,286.01,uO287iQ,2026-11-19,Moderate,Pending
Cefprofen72,AstraZeneca,2001,Antipsychotic,Bacterial infections,"Diarrhea, Headache",150,Intramuscular,Diabetes,May cause drowsiness,4.78,yk393yI,2027-03-13,Moderate,Pending
Zylozole95,Pfizer Inc.,1990,Antidepressant,Fever reduction,Dry mouth,680,Rectal,Kidney impairment,Avoid sunlight exposure,477.81,cA688LI,2027-10-23,Mild,Approved
Viraxetine21,Pfizer Inc.,2004,Antipsychotic,Psychosis control,"Nausea, Constipation, Blurred vision",970,Topical,Asthma,Avoid alcohol,67.71,Oe193dS,2027-08-29,Severe,Rejected
Rivazepam31,Roche Holding AG,2013,Antipsychotic,Pain relief,"Dizziness, Diarrhea, Fatigue",500,Sublingual,Asthma,Use with caution in elderly,34.62,wZ596VF,2028-07-30,Severe,Approved
Fenocillin34,Roche Holding AG,2024,Antiviral,Viral infections,Headache,920,Oral,Heart disease,Use with caution in elderly,239.43,xR574mz,2025-09-03,Moderate,Rejected
Loxovir26,Novartis AG,2023,Anti-inflammatory,Pain relief,Nausea,340,Intravenous,Pregnancy,Do not operate machinery,266.41,LV182Qy,2026-03-25,Mild,Rejected
Daxoprofen74,Moderna Therapeutics,2002,Antifungal,Fever reduction,"Constipation, Fatigue",650,Sublingual,Heart disease,Avoid sunlight exposure,436.15,xy439gY,2026-05-24,Severe,Pending
Zylostatin92,AstraZeneca,2006,Analgesic,Bacterial infections,"Blurred vision, Nausea",30,Intramuscular,Pregnancy,May cause drowsiness,34.79,Xq814wE,2027-09-20,Mild,Rejected
Zyloprofen87,Sanofi,2001,Anti-inflammatory,Viral infections,"Headache, Fatigue, Constipation",570,Oral,Diabetes,Do not operate machinery,271.99,yL798XT,2026-12-13,Mild,Pending
Fenoparin96,Bayer AG,2004,Antihistamine,Bacterial infections,Dry mouth,660,Topical,Pregnancy,May cause drowsiness,448.52,dw633wK,2027-08-02,Mild,Rejected
Virazole10,Sanofi,2008,Analgesic,Fungal infections,"Dry mouth, Rash, Nausea",400,Topical,Bleeding disorders,May affect fertility,431.95,Np791OF,2026-06-07,Severe,Approved
Mecozepam91,Roche Holding AG,1994,Anti-inflammatory,Bacterial infections,Dizziness,380,Sublingual,Allergic reaction,May affect fertility,251.31,xK629vs,2027-09-11,Moderate,Approved
Loxoxetine30,GlaxoSmithKline,2010,Antipyretic,Viral infections,"Dry mouth, Constipation",570,Intramuscular,Kidney impairment,May cause drowsiness,456.26,mC564fM,2027-05-23,Mild,Rejected
Loxoparin21,Moderna Therapeutics,2013,Anti-inflammatory,Allergy relief,"Constipation, Blurred vision, Diarrhea",560,Intravenous,Pregnancy,Avoid alcohol,198.22,we057Zk,2027-10-09,Mild,Approved
Rivadipine26,Johnson & Johnson,2017,Antiviral,Pain relief,"Diarrhea, Dry mouth",580,Inhalation,Heart disease,Use with caution in elderly,84.03,XG772Dy,2026-06-14,Moderate,Pending
Viravir78,Bayer AG,2019,Antibiotic,Prevent infectious disease,"Nausea, Headache",960,Intravenous,Asthma,Monitor blood pressure,475.33,IG250vM,2025-08-12,Mild,Pending
Viraparin66,Roche Holding AG,1998,Antipsychotic,Bacterial infections,"Blurred vision, Rash",390,Intramuscular,Allergic reaction,May cause drowsiness,55.15,Cl062HX,2025-08-17,Mild,Approved
Mecozepam69,Roche Holding AG,1994,Anti-inflammatory,Bacterial infections,Dizziness,720,Inhalation,Heart disease,May cause drowsiness,210.7,AC556qf,2028-01-20,Severe,Rejected
Amoxvir41,Bayer AG,1998,Antidepressant,Viral infections,"Constipation, Blurred vision, Dizziness",40,Topical,Diabetes,Risk of addiction,290.08,DW643je,2025-12-31,Severe,Rejected
Virazole92,Sanofi,2011,Vaccine,Prevent infectious disease,"Dizziness, Blurred vision",310,Rectal,High blood pressure,Do not operate machinery,468.84,iH029eX,2025-11-05,Mild,Rejected
Zylocillin45,GlaxoSmithKline,2016,Analgesic,Pain relief,"Rash, Constipation",890,Inhalation,Bleeding disorders,May affect fertility,372.2,VB010jp,2027-05-28,Severe,Pending
Zyloparin35,Novartis AG,2014,Vaccine,Prevent infectious disease,Insomnia,760,Inhalation,High blood pressure,Avoid alcohol,499.06,EF346sV,2027-08-20,Mild,Approved
Viravir41,GlaxoSmithKline,1991,Antidepressant,Psychosis control,"Fatigue, Rash",570,Intramuscular,Liver disease,Avoid alcohol,450.07,fs635KJ,2027-05-31,Mild,Approved
Mecomab60,Moderna Therapeutics,1997,Antiviral,Prevent infectious disease,Blurred vision,270,Intramuscular,Pregnancy,Use with caution in elderly,247.78,mg884As,2027-12-10,Moderate,Approved
Amoxstatin30,Merck & Co.,1997,Analgesic,Fever reduction,"Fatigue, Insomnia",950,Intramuscular,High blood pressure,Use with caution in elderly,16.02,Jm519ZY,2026-08-21,Severe,Rejected
Serodipine33,AstraZeneca,2017,Antifungal,Fever reduction,"Nausea, Fatigue",150,Intravenous,Bleeding disorders,Monitor blood pressure,127.45,pZ499Xz,2026-12-31,Moderate,Pending
Mecocillin87,Moderna Therapeutics,2020,Antipyretic,Prevent infectious disease,"Dry mouth, Fatigue",650,Intravenous,Allergic reaction,May affect fertility,82.42,Ou299GU,2026-03-27,Mild,Pending
Daxovir41,Johnson & Johnson,2007,Analgesic,Depression treatment,Diarrhea,260,Rectal,Heart disease,Do not operate machinery,366.96,Gs415ZV,2026-04-06,Severe,Rejected
Serozole25,Novartis AG,2023,Antifungal,Prevent infectious disease,"Diarrhea, Blurred vision",560,Inhalation,Asthma,Do not discontinue abruptly,94.1,mI586At,2028-07-29,Severe,Rejected
Daxostatin58,Novartis AG,1990,Antidepressant,Inflammation reduction,"Blurred vision, Nausea, Diarrhea",720,Inhalation,Pregnancy,Risk of addiction,216.93,zs088nk,2026-06-15,Moderate,Pending
Mecomab24,Bayer AG,2024,Antiviral,Bacterial infections,"Headache, Nausea",560,Oral,High blood pressure,Avoid alcohol,26.89,Zd088Tb,2026-07-01,Moderate,Approved
Rivaxetine71,Moderna Therapeutics,2009,Vaccine,Prevent infectious disease,"Rash, Fatigue, Insomnia",620,Topical,Asthma,Monitor blood pressure,28.93,Wq753DM,2026-03-12,Moderate,Approved
Viramab49,Bayer AG,2010,Antifungal,Bacterial infections,"Rash, Dizziness, Nausea",210,Sublingual,Asthma,Avoid alcohol,358.18,gO412SC,2026-06-11,Severe,Pending
Fenodipine86,Merck & Co.,1996,Antipsychotic,Fungal infections,"Constipation, Dizziness",170,Topical,Pregnancy,May cause drowsiness,254.26,Qn837JF,2027-03-22,Severe,Pending
Seroparin27,Johnson & Johnson,1995,Antifungal,Depression treatment,Nausea,290,Intravenous,Asthma,May affect fertility,53.51,hY475DH,2027-01-13,Severe,Pending
Amoxstatin28,Sanofi,2007,Anti-inflammatory,Viral infections,Blurred vision,600,Intravenous,Allergic reaction,May cause drowsiness,467.82,vr059GY,2028-03-15,Moderate,Pending
Serodipine85,Novartis AG,2007,Antipsychotic,Pain relief,"Nausea, Blurred vision, Rash",550,Topical,Heart disease,Avoid sunlight exposure,87.31,eJ063Tr,2027-10-17,Mild,Pending
Cefdipine98,AstraZeneca,2008,Analgesic,Allergy relief,"Dry mouth, Diarrhea",280,Topical,High blood pressure,May affect fertility,303.86,Bt863sr,2028-07-09,Mild,Rejected
Fenozepam84,Pfizer Inc.,1992,Vaccine,Prevent infectious disease,Insomnia,840,Topical,Seizures,Monitor blood pressure,248.71,AX109ab,2027-08-30,Severe,Approved
Cefzepam49,Johnson & Johnson,2005,Anti-inflammatory,Depression treatment,"Headache, Insomnia",80,Inhalation,Pregnancy,Risk of addiction,434.45,kq560RS,2026-12-22,Severe,Approved
Viraprofen83,GlaxoSmithKline,1993,Antifungal,Allergy relief,"Rash, Blurred vision, Dizziness",650,Sublingual,Allergic reaction,Avoid sunlight exposure,199.5,en104FG,2025-11-28,Severe,Approved
Mecovir27,Sanofi,2012,Analgesic,Allergy relief,"Dizziness, Fatigue, Headache",670,Sublingual,Allergic reaction,Do not discontinue abruptly,485.89,Zx384SE,2027-10-20,Mild,Rejected
Cefxetine87,Pfizer Inc.,1993,Antipyretic,Allergy relief,"Diarrhea, Blurred vision",900,Intramuscular,Asthma,Avoid sunlight exposure,84.84,dk020gA,2028-06-14,Mild,Rejected
